_id,ปี,เจ้าของข้อมูล,อำเภอ,ตำบล,หน่วย,เนื้อที่เก็บเกี่ยว
246,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางเสด็จ,ไร่,675
247,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,นรสิงห์,ไร่,1196
248,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,เอกราช,ไร่,1354
249,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โผงเผง,ไร่,155
250,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อ่างแก้ว,ไร่,1391
251,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อินทประมูล,ไร่,3355
252,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางพลับ,ไร่,1639
253,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,หนองแม่ไก่,ไร่,4472
254,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,รำมะสัก,ไร่,13875
255,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางระกำ,ไร่,2092
256,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โพธิ์รังนก,ไร่,1570
257,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,องครักษ์,ไร่,5365
258,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โคกพุทรา,ไร่,3138
259,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ยางช้าย,ไร่,10376
260,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บ่อแร่,ไร่,959
261,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ทางพระ,ไร่,2683
262,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,สามง่าม,ไร่,1570
263,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางเจ้าฉ่า,ไร่,3430
264,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,คำหยาด,ไร่,4978
265,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,แสวงหา,ไร่,12875
266,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ศรีพราน,ไร่,3730
267,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,บ้านพราน,ไร่,6836
268,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,วังน้ำเย็น,ไร่,11641
269,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,สีบัวทอง,ไร่,14978
270,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ห้วยไผ่,ไร่,3542
271,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,จำลอง,ไร่,3726
272,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่จำศิล,ไร่,2740
273,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ศาลเจ้าโรงทอง,ไร่,3178
274,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่ดำพัฒนา,ไร่,4385
275,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สาวร้องไห้,ไร่,10585
276,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ท่าช้าง,ไร่,7882
277,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ยี่ล้น,ไร่,6970
278,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,บางจัก,ไร่,4430
279,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ห้วยคันแหลน,ไร่,6290
280,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,คลองขนาก,ไร่,2740
281,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่วง,ไร่,6644
282,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สี่ร้อย,ไร่,801
283,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ม่วงเตี้ย,ไร่,10570
284,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หัวตะพาน,ไร่,950
285,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หลักแก้ว,ไร่,10109
286,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ตลาดใหม่,ไร่,4665
287,2563,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,สามโก้,ไร่,6521.43
288,2563,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,ราษฎรพัฒนา,ไร่,6213.87
289,2563,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,อบทม,ไร่,4930.75
290,2563,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,ไร่,4789.5
291,2563,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,มงคลธรรมนิมิต,ไร่,7564.75
292,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ตลาดหลวง,ไร่,41
293,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บางแก้ว,ไร่,17
294,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ศาลาแดง,ไร่,2331
295,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ป่างิ้ว,ไร่,3466
296,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านแห,ไร่,359
297,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ตลาดกรวด,ไร่,880.75
298,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,มหาดไทย,ไร่,2829
299,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านอิฐ,ไร่,454
300,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,หัวไผ่,ไร่,1829
301,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,จำปาหล่อ,ไร่,2147
302,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,โพสะ,ไร่,699
303,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านรี,ไร่,911
304,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,คลองวัว,ไร่,2182
305,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ย่านซื่อ,ไร่,1317
306,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,จรเข้ร้อง,ไร่,1161
307,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชยภูมิ,ไร่,1344
308,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชัยฤทธิ์,ไร่,2584
309,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,เทวราช,ไร่,2077
310,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ราชสถิตย์,ไร่,2771
311,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชโย,ไร่,1701
312,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,หลักฟ้า,ไร่,988
313,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชะไว,ไร่,814
314,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ตรีณรงค์,ไร่,1109
315,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางปลากด,ไร่,50
316,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,ป่าโมก,ไร่,285
317,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,สายทอง,ไร่,1101
318,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โรงช้าง,ไร่,673
319,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางเสด็จ,ไร่,1032
320,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,นรสิงห์,ไร่,1094
321,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,เอกราช,ไร่,947
322,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โผงเผง,ไร่,106
323,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อ่างแก้ว,ไร่,3126
324,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อินทประมูล,ไร่,1763
325,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางพลับ,ไร่,1824
326,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,หนองแม่ไก่,ไร่,1701
327,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,รำมะสัก,ไร่,13059.25
328,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางระกำ,ไร่,3230
329,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โพธิ์รังนก,ไร่,845
330,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,องครักษ์,ไร่,7650
331,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โคกพุทรา,ไร่,4408.25
332,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ยางช้าย,ไร่,7813.75
333,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บ่อแร่,ไร่,2339
334,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ทางพระ,ไร่,623
335,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,สามง่าม,ไร่,1467
336,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางเจ้าฉ่า,ไร่,4925
337,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,คำหยาด,ไร่,6823.25
338,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,แสวงหา,ไร่,15587
339,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ศรีพราน,ไร่,6270
340,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,บ้านพราน,ไร่,7016
341,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,วังน้ำเย็น,ไร่,13012
342,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,สีบัวทอง,ไร่,23316
343,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ห้วยไผ่,ไร่,3940
344,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,จำลอง,ไร่,6106
345,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่จำศิล,ไร่,3151
346,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ศาลเจ้าโรงทอง,ไร่,4447
347,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่ดำพัฒนา,ไร่,3555
348,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สาวร้องไห้,ไร่,5692
349,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ท่าช้าง,ไร่,8114
350,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ยี่ล้น,ไร่,4899
351,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,บางจัก,ไร่,5409
352,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ห้วยคันแหลน,ไร่,6930
353,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,คลองขนาก,ไร่,3560
354,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่วง,ไร่,4555
355,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สี่ร้อย,ไร่,1054
356,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ม่วงเตี้ย,ไร่,8268
357,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หัวตะพาน,ไร่,2099
358,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หลักแก้ว,ไร่,6816
359,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ตลาดใหม่,ไร่,3757
360,2564,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,สามโก้,ไร่,6862.75
361,2564,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,ราษฎรพัฒนา,ไร่,5599.75
362,2564,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,อบทม,ไร่,5235.25
363,2564,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,ไร่,4841.5
364,2564,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,มงคลธรรมนิมิต,ไร่,7487.75
365,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ศาลาแดง,ไร่,250
366,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ป่างิ้ว,ไร่,791
367,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านแห,ไร่,25
368,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,มหาดไทย,ไร่,766
369,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านอิฐ,ไร่,0
370,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,หัวไผ่,ไร่,0
371,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,จำปาหล่อ,ไร่,80
372,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านรี,ไร่,0
373,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,คลองวัว,ไร่,250
374,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ย่านซื่อ,ไร่,680
375,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,จรเข้ร้อง,ไร่,1614
376,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชยภูมิ,ไร่,547
377,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชัยฤทธิ์,ไร่,1254
378,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,เทวราช,ไร่,107
379,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ราชสถิตย์,ไร่,80
380,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชโย,ไร่,99
381,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,หลักฟ้า,ไร่,261
382,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชะไว,ไร่,232
383,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ตรีณรงค์,ไร่,213
384,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางปลากด,ไร่,0
385,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,ป่าโมก,ไร่,0
386,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,สายทอง,ไร่,0
387,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โรงช้าง,ไร่,0
388,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางเสด็จ,ไร่,0
389,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,นรสิงห์,ไร่,0
390,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,เอกราช,ไร่,0
391,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โผงเผง,ไร่,0
392,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อ่างแก้ว,ไร่,1375
393,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อินทประมูล,ไร่,2130
394,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางพลับ,ไร่,1020
395,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,หนองแม่ไก่,ไร่,250
396,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,รำมะสัก,ไร่,0
397,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางระกำ,ไร่,900
398,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โพธิ์รังนก,ไร่,250
399,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,องครักษ์,ไร่,0
400,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โคกพุทรา,ไร่,2023
401,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ยางช้าย,ไร่,0
402,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บ่อแร่,ไร่,0
403,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ทางพระ,ไร่,0
404,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,สามง่าม,ไร่,280
405,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางเจ้าฉ่า,ไร่,0
406,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,คำหยาด,ไร่,935
407,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,แสวงหา,ไร่,3383
408,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ศรีพราน,ไร่,1530
409,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,บ้านพราน,ไร่,7984
410,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,วังน้ำเย็น,ไร่,1050
411,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,สีบัวทอง,ไร่,5009
412,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ห้วยไผ่,ไร่,1059
413,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,จำลอง,ไร่,1090
414,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่จำศิล,ไร่,895
415,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ศาลเจ้าโรงทอง,ไร่,2836
416,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่ดำพัฒนา,ไร่,4851
417,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สาวร้องไห้,ไร่,9956
418,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ท่าช้าง,ไร่,1495
419,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ยี่ล้น,ไร่,3752
420,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,บางจัก,ไร่,3330
421,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ห้วยคันแหลน,ไร่,1702
422,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,คลองขนาก,ไร่,4323
423,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่วง,ไร่,4915
424,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สี่ร้อย,ไร่,1280
425,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ม่วงเตี้ย,ไร่,10077
426,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หัวตะพาน,ไร่,1275
427,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หลักแก้ว,ไร่,7579
428,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ตลาดใหม่,ไร่,445
429,2565,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,สามโก้,ไร่,4649.5
430,2565,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,ราษฎรพัฒนา,ไร่,4715.5
431,2565,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,อบทม,ไร่,2987.75
432,2565,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,ไร่,3747.5
433,2565,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,มงคลธรรมนิมิต,ไร่,5408.25
434,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ตลาดหลวง,ไร่,19
435,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บางแก้ว,ไร่,17
436,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ศาลาแดง,ไร่,2863
437,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ป่างิ้ว,ไร่,3180
438,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านแห,ไร่,812
439,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ตลาดกรวด,ไร่,589
440,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,มหาดไทย,ไร่,3125
441,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านอิฐ,ไร่,1056
442,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,หัวไผ่,ไร่,2110
443,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,จำปาหล่อ,ไร่,1890
444,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,โพสะ,ไร่,576
445,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านรี,ไร่,1224
446,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,คลองวัว,ไร่,3225
447,2566,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ย่านซื่อ,ไร่,1266
448,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,จรเข้ร้อง,ไร่,4519
449,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชยภูมิ,ไร่,2477
450,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชัยฤทธิ์,ไร่,3505
451,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,เทวราช,ไร่,2928
452,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ราชสถิตย์,ไร่,3736
453,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชโย,ไร่,1591
454,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,หลักฟ้า,ไร่,2075
455,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชะไว,ไร่,1267
456,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ตรีณรงค์,ไร่,1303
457,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางปลากด,ไร่,58
458,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,ป่าโมก,ไร่,92
459,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,สายทอง,ไร่,1318
460,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โรงช้าง,ไร่,1073
461,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางเสด็จ,ไร่,1293
462,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,นรสิงห์,ไร่,1195
463,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,เอกราช,ไร่,1284
464,2566,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โผงเผง,ไร่,157
465,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อ่างแก้ว,ไร่,5132
466,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อินทประมูล,ไร่,4166
467,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางพลับ,ไร่,4015
468,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,หนองแม่ไก่,ไร่,4953
469,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,รำมะสัก,ไร่,15298
470,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางระกำ,ไร่,3590
471,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โพธิ์รังนก,ไร่,2268
472,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,องครักษ์,ไร่,5140
473,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โคกพุทรา,ไร่,930
474,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ยางช้าย,ไร่,9060
475,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บ่อแร่,ไร่,1728
476,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ทางพระ,ไร่,3470
477,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,สามง่าม,ไร่,2234
478,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางเจ้าฉ่า,ไร่,5350
479,2566,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,คำหยาด,ไร่,1030
480,2566,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,แสวงหา,ไร่,19914
481,2566,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ศรีพราน,ไร่,4497
482,2566,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,บ้านพราน,ไร่,16870
483,2566,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,วังน้ำเย็น,ไร่,20325
484,2566,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,สีบัวทอง,ไร่,21987
485,2566,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ห้วยไผ่,ไร่,3573
486,2566,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,จำลอง,ไร่,4530
487,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่จำศิล,ไร่,5488.5
488,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ศาลเจ้าโรงทอง,ไร่,5201.5
489,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่ดำพัฒนา,ไร่,4926
490,2566,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สาวร้องไห้,ไร่,19740
