_id,ปี,เจ้าของข้อมูล,อำเภอ,ตำบล,หน่วย,ผลผลิตเฉลี่ย
208,2562,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่วง,กิโลกรัม/ไร่,704.5
209,2562,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สี่ร้อย,กิโลกรัม/ไร่,735.92
210,2562,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ม่วงเตี้ย,กิโลกรัม/ไร่,755.76
211,2562,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หัวตะพาน,กิโลกรัม/ไร่,725.06
212,2562,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หลักแก้ว,กิโลกรัม/ไร่,721.62
213,2562,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ตลาดใหม่,กิโลกรัม/ไร่,694.27
214,2562,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,สามโก้,กิโลกรัม/ไร่,737.43
215,2562,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,ราษฎรพัฒนา,กิโลกรัม/ไร่,710.4
216,2562,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,อบทม,กิโลกรัม/ไร่,769.23
217,2562,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,กิโลกรัม/ไร่,748.11
218,2562,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,มงคลธรรมนิมิต,กิโลกรัม/ไร่,765.37
219,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ตลาดหลวง,กิโลกรัม/ไร่,800.0
220,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บางแก้ว,กิโลกรัม/ไร่,800.0
221,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ศาลาแดง,กิโลกรัม/ไร่,757.65
222,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ป่างิ้ว,กิโลกรัม/ไร่,800.0
223,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านแห,กิโลกรัม/ไร่,800.0
224,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ตลาดกรวด,กิโลกรัม/ไร่,800.0
225,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,มหาดไทย,กิโลกรัม/ไร่,756.19
226,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านอิฐ,กิโลกรัม/ไร่,800.0
227,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,หัวไผ่,กิโลกรัม/ไร่,621.81
228,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,จำปาหล่อ,กิโลกรัม/ไร่,668.69
229,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,โพสะ,กิโลกรัม/ไร่,633.91
230,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านรี,กิโลกรัม/ไร่,624.07
231,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,คลองวัว,กิโลกรัม/ไร่,785.33
232,2563,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ย่านซื่อ,กิโลกรัม/ไร่,800.0
233,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,จรเข้ร้อง,กิโลกรัม/ไร่,779.51
234,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชยภูมิ,กิโลกรัม/ไร่,836.86
235,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชัยฤทธิ์,กิโลกรัม/ไร่,800.0
236,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,เทวราช,กิโลกรัม/ไร่,770.23
237,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ราชสถิตย์,กิโลกรัม/ไร่,778.28
238,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชโย,กิโลกรัม/ไร่,799.53
239,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,หลักฟ้า,กิโลกรัม/ไร่,794.43
240,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชะไว,กิโลกรัม/ไร่,821.03
241,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ตรีณรงค์,กิโลกรัม/ไร่,781.76
242,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางปลากด,กิโลกรัม/ไร่,746.0
243,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,ป่าโมก,กิโลกรัม/ไร่,800.0
244,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,สายทอง,กิโลกรัม/ไร่,742.99
245,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โรงช้าง,กิโลกรัม/ไร่,714.54
246,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางเสด็จ,กิโลกรัม/ไร่,800.0
247,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,นรสิงห์,กิโลกรัม/ไร่,500.0
248,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,เอกราช,กิโลกรัม/ไร่,770.53
249,2563,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โผงเผง,กิโลกรัม/ไร่,800.0
250,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อ่างแก้ว,กิโลกรัม/ไร่,752.26
251,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อินทประมูล,กิโลกรัม/ไร่,746.65
252,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางพลับ,กิโลกรัม/ไร่,738.87
253,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,หนองแม่ไก่,กิโลกรัม/ไร่,723.57
254,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,รำมะสัก,กิโลกรัม/ไร่,676.54
255,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางระกำ,กิโลกรัม/ไร่,747.08
256,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โพธิ์รังนก,กิโลกรัม/ไร่,721.66
257,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,องครักษ์,กิโลกรัม/ไร่,764.59
258,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โคกพุทรา,กิโลกรัม/ไร่,730.47
259,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ยางช้าย,กิโลกรัม/ไร่,764.76
260,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บ่อแร่,กิโลกรัม/ไร่,765.17
261,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ทางพระ,กิโลกรัม/ไร่,708.83
262,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,สามง่าม,กิโลกรัม/ไร่,721.21
263,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางเจ้าฉ่า,กิโลกรัม/ไร่,734.11
264,2563,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,คำหยาด,กิโลกรัม/ไร่,741.66
265,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,แสวงหา,กิโลกรัม/ไร่,801.01
266,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ศรีพราน,กิโลกรัม/ไร่,800.0
267,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,บ้านพราน,กิโลกรัม/ไร่,800.0
268,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,วังน้ำเย็น,กิโลกรัม/ไร่,800.0
269,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,สีบัวทอง,กิโลกรัม/ไร่,800.0
270,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ห้วยไผ่,กิโลกรัม/ไร่,800.0
271,2563,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,จำลอง,กิโลกรัม/ไร่,800.0
272,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่จำศิล,กิโลกรัม/ไร่,759.98
273,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ศาลเจ้าโรงทอง,กิโลกรัม/ไร่,738.44
274,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่ดำพัฒนา,กิโลกรัม/ไร่,675.34
275,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สาวร้องไห้,กิโลกรัม/ไร่,732.32
276,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ท่าช้าง,กิโลกรัม/ไร่,722.75
277,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ยี่ล้น,กิโลกรัม/ไร่,721.65
278,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,บางจัก,กิโลกรัม/ไร่,710.33
279,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ห้วยคันแหลน,กิโลกรัม/ไร่,727.85
280,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,คลองขนาก,กิโลกรัม/ไร่,792.61
281,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่วง,กิโลกรัม/ไร่,762.5
282,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สี่ร้อย,กิโลกรัม/ไร่,712.18
283,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ม่วงเตี้ย,กิโลกรัม/ไร่,710.78
284,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หัวตะพาน,กิโลกรัม/ไร่,696.67
285,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หลักแก้ว,กิโลกรัม/ไร่,731.91
286,2563,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ตลาดใหม่,กิโลกรัม/ไร่,704.72
287,2563,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,สามโก้,กิโลกรัม/ไร่,691.66
288,2563,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,ราษฎรพัฒนา,กิโลกรัม/ไร่,662.71
289,2563,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,อบทม,กิโลกรัม/ไร่,664.54
290,2563,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,กิโลกรัม/ไร่,637.27
291,2563,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,มงคลธรรมนิมิต,กิโลกรัม/ไร่,667.93
292,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ตลาดหลวง,กิโลกรัม/ไร่,800.0
293,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บางแก้ว,กิโลกรัม/ไร่,800.0
294,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ศาลาแดง,กิโลกรัม/ไร่,800.0
295,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ป่างิ้ว,กิโลกรัม/ไร่,794.66
296,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านแห,กิโลกรัม/ไร่,767.97
297,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ตลาดกรวด,กิโลกรัม/ไร่,597.08
298,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,มหาดไทย,กิโลกรัม/ไร่,792.01
299,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านอิฐ,กิโลกรัม/ไร่,788.99
300,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,หัวไผ่,กิโลกรัม/ไร่,726.08
301,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,จำปาหล่อ,กิโลกรัม/ไร่,779.88
302,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,โพสะ,กิโลกรัม/ไร่,694.85
303,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านรี,กิโลกรัม/ไร่,710.76
304,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,คลองวัว,กิโลกรัม/ไร่,800.0
305,2564,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ย่านซื่อ,กิโลกรัม/ไร่,798.78
306,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,จรเข้ร้อง,กิโลกรัม/ไร่,773.94
307,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชยภูมิ,กิโลกรัม/ไร่,797.84
308,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชัยฤทธิ์,กิโลกรัม/ไร่,807.28
309,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,เทวราช,กิโลกรัม/ไร่,797.79
310,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ราชสถิตย์,กิโลกรัม/ไร่,814.15
311,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชโย,กิโลกรัม/ไร่,775.43
312,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,หลักฟ้า,กิโลกรัม/ไร่,849.19
313,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชะไว,กิโลกรัม/ไร่,819.04
314,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ตรีณรงค์,กิโลกรัม/ไร่,787.56
315,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางปลากด,กิโลกรัม/ไร่,752.0
316,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,ป่าโมก,กิโลกรัม/ไร่,714.74
317,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,สายทอง,กิโลกรัม/ไร่,722.69
318,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โรงช้าง,กิโลกรัม/ไร่,767.8
319,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางเสด็จ,กิโลกรัม/ไร่,799.52
320,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,นรสิงห์,กิโลกรัม/ไร่,679.2
321,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,เอกราช,กิโลกรัม/ไร่,792.61
322,2564,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โผงเผง,กิโลกรัม/ไร่,800.0
323,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อ่างแก้ว,กิโลกรัม/ไร่,743.95
324,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อินทประมูล,กิโลกรัม/ไร่,755.56
325,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางพลับ,กิโลกรัม/ไร่,772.32
326,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,หนองแม่ไก่,กิโลกรัม/ไร่,645.39
327,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,รำมะสัก,กิโลกรัม/ไร่,773.55
328,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางระกำ,กิโลกรัม/ไร่,729.2
329,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โพธิ์รังนก,กิโลกรัม/ไร่,742.15
330,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,องครักษ์,กิโลกรัม/ไร่,780.39
331,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โคกพุทรา,กิโลกรัม/ไร่,779.31
332,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ยางช้าย,กิโลกรัม/ไร่,795.5
333,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บ่อแร่,กิโลกรัม/ไร่,807.87
334,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ทางพระ,กิโลกรัม/ไร่,777.69
335,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,สามง่าม,กิโลกรัม/ไร่,762.27
336,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางเจ้าฉ่า,กิโลกรัม/ไร่,793.1
337,2564,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,คำหยาด,กิโลกรัม/ไร่,790.83
338,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,แสวงหา,กิโลกรัม/ไร่,800.0
339,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ศรีพราน,กิโลกรัม/ไร่,800.0
340,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,บ้านพราน,กิโลกรัม/ไร่,761.52
341,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,วังน้ำเย็น,กิโลกรัม/ไร่,732.5
342,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,สีบัวทอง,กิโลกรัม/ไร่,800.34
343,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ห้วยไผ่,กิโลกรัม/ไร่,800.0
344,2564,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,จำลอง,กิโลกรัม/ไร่,632.3
345,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่จำศิล,กิโลกรัม/ไร่,663.88
346,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ศาลเจ้าโรงทอง,กิโลกรัม/ไร่,687.49
347,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่ดำพัฒนา,กิโลกรัม/ไร่,727.31
348,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สาวร้องไห้,กิโลกรัม/ไร่,713.34
349,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ท่าช้าง,กิโลกรัม/ไร่,665.18
350,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ยี่ล้น,กิโลกรัม/ไร่,709.59
351,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,บางจัก,กิโลกรัม/ไร่,688.11
352,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ห้วยคันแหลน,กิโลกรัม/ไร่,679.43
353,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,คลองขนาก,กิโลกรัม/ไร่,672.52
354,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่วง,กิโลกรัม/ไร่,668.85
355,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,สี่ร้อย,กิโลกรัม/ไร่,718.24
356,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ม่วงเตี้ย,กิโลกรัม/ไร่,683.65
357,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หัวตะพาน,กิโลกรัม/ไร่,676.03
358,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,หลักแก้ว,กิโลกรัม/ไร่,656.47
359,2564,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ตลาดใหม่,กิโลกรัม/ไร่,666.48
360,2564,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,สามโก้,กิโลกรัม/ไร่,666.22
361,2564,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,ราษฎรพัฒนา,กิโลกรัม/ไร่,667.75
362,2564,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,อบทม,กิโลกรัม/ไร่,678.28
363,2564,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,กิโลกรัม/ไร่,682.32
364,2564,สำนักงานเกษตรจังหวัดอ่างทอง,สามโก้,มงคลธรรมนิมิต,กิโลกรัม/ไร่,665.47
365,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ศาลาแดง,กิโลกรัม/ไร่,650.0
366,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ป่างิ้ว,กิโลกรัม/ไร่,700.0
367,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านแห,กิโลกรัม/ไร่,800.0
368,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,มหาดไทย,กิโลกรัม/ไร่,700.0
369,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านอิฐ,กิโลกรัม/ไร่,-
370,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,หัวไผ่,กิโลกรัม/ไร่,-
371,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,จำปาหล่อ,กิโลกรัม/ไร่,800.0
372,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,บ้านรี,กิโลกรัม/ไร่,-
373,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,คลองวัว,กิโลกรัม/ไร่,650.0
374,2565,สำนักงานเกษตรจังหวัดอ่างทอง,เมืองอ่างทอง,ย่านซื่อ,กิโลกรัม/ไร่,800.0
375,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,จรเข้ร้อง,กิโลกรัม/ไร่,827.14
376,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชยภูมิ,กิโลกรัม/ไร่,822.67
377,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชัยฤทธิ์,กิโลกรัม/ไร่,825.36
378,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,เทวราช,กิโลกรัม/ไร่,813.08
379,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ราชสถิตย์,กิโลกรัม/ไร่,812.5
380,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ไชโย,กิโลกรัม/ไร่,818.18
381,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,หลักฟ้า,กิโลกรัม/ไร่,823.75
382,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ชะไว,กิโลกรัม/ไร่,879.31
383,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ไชโย,ตรีณรงค์,กิโลกรัม/ไร่,807.51
384,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางปลากด,กิโลกรัม/ไร่,-
385,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,ป่าโมก,กิโลกรัม/ไร่,-
386,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,สายทอง,กิโลกรัม/ไร่,-
387,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โรงช้าง,กิโลกรัม/ไร่,-
388,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,บางเสด็จ,กิโลกรัม/ไร่,-
389,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,นรสิงห์,กิโลกรัม/ไร่,-
390,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,เอกราช,กิโลกรัม/ไร่,-
391,2565,สำนักงานเกษตรจังหวัดอ่างทอง,ป่าโมก,โผงเผง,กิโลกรัม/ไร่,-
392,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อ่างแก้ว,กิโลกรัม/ไร่,566.55
393,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,อินทประมูล,กิโลกรัม/ไร่,750.0
394,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางพลับ,กิโลกรัม/ไร่,892.16
395,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,หนองแม่ไก่,กิโลกรัม/ไร่,800.0
396,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,รำมะสัก,กิโลกรัม/ไร่,-
397,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางระกำ,กิโลกรัม/ไร่,883.33
398,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โพธิ์รังนก,กิโลกรัม/ไร่,750.0
399,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,องครักษ์,กิโลกรัม/ไร่,-
400,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,โคกพุทรา,กิโลกรัม/ไร่,800.0
401,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ยางช้าย,กิโลกรัม/ไร่,-
402,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บ่อแร่,กิโลกรัม/ไร่,-
403,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,ทางพระ,กิโลกรัม/ไร่,-
404,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,สามง่าม,กิโลกรัม/ไร่,750.0
405,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,บางเจ้าฉ่า,กิโลกรัม/ไร่,-
406,2565,สำนักงานเกษตรจังหวัดอ่างทอง,โพธิ์ทอง,คำหยาด,กิโลกรัม/ไร่,800.0
407,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,แสวงหา,กิโลกรัม/ไร่,800.0
408,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ศรีพราน,กิโลกรัม/ไร่,800.0
409,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,บ้านพราน,กิโลกรัม/ไร่,800.0
410,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,วังน้ำเย็น,กิโลกรัม/ไร่,800.0
411,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,สีบัวทอง,กิโลกรัม/ไร่,800.0
412,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,ห้วยไผ่,กิโลกรัม/ไร่,800.0
413,2565,สำนักงานเกษตรจังหวัดอ่างทอง,แสวงหา,จำลอง,กิโลกรัม/ไร่,754.27
414,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่จำศิล,กิโลกรัม/ไร่,787.71
415,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ศาลเจ้าโรงทอง,กิโลกรัม/ไร่,757.4
416,2565,สำนักงานเกษตรจังหวัดอ่างทอง,วิเศษชัยชาญ,ไผ่ดำพัฒนา,กิโลกรัม/ไร่,744.89
